x,y,t0,t1,Nx,Ny
17.8019001297,13.8405545269,0.8900950065,0.8901034190,17.8020683801,13.8406478975
17.8020683801,13.8406478975,0.8901034190,0.8904753683,17.8095073659,13.8447754582
17.8095073659,13.8447754582,0.8904753683,0.8906518170,17.8130363393,13.8467330440
17.8130363393,13.8467330440,0.8906518170,0.8912296888,17.8245937768,13.8531419855
17.8245937768,13.8531419855,0.8912296888,0.8918324502,17.8366490042,13.8598234080
17.8366490042,13.8598234080,0.8918324502,0.8920299940,17.8405998810,13.8620123296
17.8405998810,13.8620123296,0.8920299940,0.8920761889,17.8415237786,13.8625241443
17.8415237786,13.8625241443,0.8920761889,0.8922901148,17.8458022967,13.8648940515
17.8458022967,13.8648940515,0.8922901148,0.8926999116,17.8539982321,13.8694325712
17.8539982321,13.8694325712,0.8926999116,0.8930494077,17.8609881547,13.8733019314
17.8609881547,13.8733019314,0.8930494077,0.8939286945,17.8785738893,13.8830313354
17.8785738893,13.8830313354,0.8939286945,0.8945392245,17.8907844899,13.8897823691
17.8907844899,13.8897823691,0.8945392245,0.8954104910,17.9082098195,13.8994100828
17.9082098195,13.8994100828,0.8954104910,0.8960803501,17.9216070028,13.9068070333
17.9216070028,13.9068070333,0.8960803501,0.8965571800,17.9311436006,13.9120697153
17.9311436006,13.9120697153,0.8965571800,0.8970072729,17.9401454584,13.9170352200
17.9401454584,13.9170352200,0.8970072729,0.8977559703,17.9551194061,13.9252904950
17.9551194061,13.9252904950,0.8977559703,0.8984598477,17.9691969536,13.9330464641
17.9691969536,13.9330464641,0.8984598477,0.8990182159,17.9803643171,13.9391955549
17.9803643171,13.9391955549,0.8990182159,0.8998935534,17.9978710671,13.9488290303
17.9978710671,13.9488290303,0.8998935534,0.9003910498,18.0078209961,13.9543007832
18.0078209961,13.9543007832,0.9003910498,0.9009949533,18.0198990660,13.9609395366
18.0198990660,13.9609395366,0.9009949533,0.9013848414,18.0276968272,13.9652236660
18.0276968272,13.9652236660,0.9013848414,0.9014431415,18.0288628297,13.9658641431
18.0288628297,13.9658641431,0.9014431415,0.9017273589,18.0345471771,13.9689860286
18.0345471771,13.9689860286,0.9017273589,0.9020117474,18.0402349481,13.9721089858
18.0402349481,13.9721089858,0.9020117474,0.9029132861,18.0582657214,13.9820037106
18.0582657214,13.9820037106,0.9029132861,0.9030208835,18.0604176695,13.9831840895
18.0604176695,13.9831840895,0.9030208835,0.9030513854,18.0610277083,13.9835186848
18.0610277083,13.9835186848,0.9030513854,0.9034363856,18.0687277122,13.9877411980
18.0687277122,13.9877411980,0.9034363856,0.9044233517,18.0884670340,13.9985590385
18.0884670340,13.9985590385,0.9044233517,0.9053373837,18.1067476742,14.0085687825
18.1067476742,14.0085687825,0.9053373837,0.9054571966,18.1091439315,14.0098802574
18.1091439315,14.0098802574,0.9054571966,0.9055979109,18.1119582176,14.0114203366
18.1119582176,14.0114203366,0.9055979109,0.9056757682,18.1135153644,14.0122723787
18.1135153644,14.0122723787,0.9056757682,0.9063758980,18.1275179596,14.0199316174
18.1275179596,14.0199316174,0.9063758980,0.9070580034,18.1411600672,14.0273889599
18.1411600672,14.0273889599,0.9070580034,0.9075735340,18.1514706792,14.0330220815
18.1514706792,14.0330220815,0.9075735340,0.9076083675,18.1521673494,14.0334026059
18.1521673494,14.0334026059,0.9076083675,0.9079302889,18.1586057778,14.0369187304
18.1586057778,14.0369187304,0.9079302889,0.9088992568,18.1779851355,14.0474958407
18.1779851355,14.0474958407,0.9088992568,0.9093250965,18.1865019290,14.0521412738
18.1865019290,14.0521412738,0.9093250965,0.9095360699,18.1907213990,14.0544420863
18.1907213990,14.0544420863,0.9095360699,0.9100135431,18.2002708628,14.0596476193
18.2002708628,14.0596476193,0.9100135431,0.9104850223,18.2097004466,14.0647855672
18.2097004466,14.0647855672,0.9104850223,0.9107902792,18.2158055843,14.0681109208
18.2158055843,14.0681109208,0.9107902792,0.9113131283,18.2262625655,14.0738044767
18.2262625655,14.0738044767,0.9113131283,0.9119022898,18.2380457959,14.0802168652
18.2380457959,14.0802168652,0.9119022898,0.9125227050,18.2504540999,14.0869656643
18.2504540999,14.0869656643,0.9125227050,0.9127329416,18.2546588311,14.0892517181
18.2546588311,14.0892517181,0.9127329416,0.9129191446,18.2583828916,14.0912760689
18.2583828916,14.0912760689,0.9129191446,0.9130559525,18.2611190500,14.0927631880
18.2611190500,14.0927631880,0.9130559525,0.9137112459,18.2742249179,14.0998837135
18.2742249179,14.0998837135,0.9137112459,0.9143990369,18.2879807390,14.1073527451
18.2879807390,14.1073527451,0.9143990369,0.9147892531,18.2957850620,14.1115881740
18.2957850620,14.1115881740,0.9147892531,0.9154702165,18.3094043303,14.1189757437
18.3094043303,14.1189757437,0.9154702165,0.9163559339,18.3271186787,14.1285776904
18.3271186787,14.1285776904,0.9163559339,0.9167805064,18.3356101280,14.1331776434
18.3356101280,14.1331776434,0.9167805064,0.9172373386,18.3447467712,14.1381250950
18.3447467712,14.1381250950,0.9172373386,0.9172390639,18.3447812778,14.1381437762
18.3447812778,14.1381437762,0.9172390639,0.9180646376,18.3612927511,14.1470793574
18.3612927511,14.1470793574,0.9180646376,0.9186714894,18.3734297886,14.1536432612
18.3734297886,14.1536432612,0.9186714894,0.9192919602,18.3858392044,14.1603506638
18.3858392044,14.1603506638,0.9192919602,0.9200527122,18.4010542438,14.1685692777
18.4010542438,14.1685692777,0.9200527122,0.9208343138,18.4166862762,14.1770071088
18.4166862762,14.1770071088,0.9208343138,0.9215870142,18.4317402837,14.1851271601
18.4317402837,14.1851271601,0.9215870142,0.9219610188,18.4392203759,14.1891597750
18.4392203759,14.1891597750,0.9219610188,0.9224747137,18.4494942735,14.1946962866
18.4494942735,14.1946962866,0.9224747137,0.9231423907,18.4628478143,14.2018884466
18.4628478143,14.2018884466,0.9231423907,0.9232812822,18.4656256436,14.2033840135
18.4656256436,14.2033840135,0.9232812822,0.9233604829,18.4672096580,14.2042367511
18.4672096580,14.2042367511,0.9233604829,0.9236435917,18.4728718341,14.2072844116
18.4728718341,14.2072844116,0.9236435917,0.9236636232,18.4732724631,14.2075000194
18.4732724631,14.2075000194,0.9236636232,0.9237895499,18.4757909978,14.2088553354
18.4757909978,14.2088553354,0.9237895499,0.9239367073,18.4787341453,14.2104389502
18.4787341453,14.2104389502,0.9239367073,0.9247623308,18.4952466150,14.2193197731
18.4952466150,14.2193197731,0.9247623308,0.9253046579,18.5060931589,14.2251496088
18.5060931589,14.2251496088,0.9253046579,0.9254744439,18.5094888771,14.2269741459
18.5094888771,14.2269741459,0.9254744439,0.9256986550,18.5139730993,14.2293831003
18.5139730993,14.2293831003,0.9256986550,0.9262000029,18.5240000585,14.2347678314
18.5240000585,14.2347678314,0.9262000029,0.9267987106,18.5359742119,14.2411949621
18.5359742119,14.2411949621,0.9267987106,0.9275790801,18.5515816025,14.2495668531
18.5515816025,14.2495668531,0.9275790801,0.9284347884,18.5686957677,14.2587399863
18.5686957677,14.2587399863,0.9284347884,0.9288853400,18.5777067991,14.2635669252
18.5777067991,14.2635669252,0.9288853400,0.9296424473,18.5928489470,14.2716735474
18.5928489470,14.2716735474,0.9296424473,0.9298738360,18.5974767199,14.2741499656
18.5974767199,14.2741499656,0.9298738360,0.9300511876,18.6010237524,14.2760476945
18.6010237524,14.2760476945,0.9300511876,0.9307353672,18.6147073430,14.2833657247
18.6147073430,14.2833657247,0.9307353672,0.9308529105,18.6170582094,14.2846225048
18.6170582094,14.2846225048,0.9308529105,0.9312267531,18.6245350626,14.2886187339
18.6245350626,14.2886187339,0.9312267531,0.9317630184,18.6352603676,14.2943487555
18.6352603676,14.2943487555,0.9317630184,0.9321593346,18.6431866916,14.2985815664
18.6431866916,14.2985815664,0.9321593346,0.9330966594,18.6619331880,14.3085863091
18.6619331880,14.3085863091,0.9330966594,0.9335215133,18.6704302666,14.3131181874
18.6704302666,14.3131181874,0.9335215133,0.9344961715,18.6899234302,14.3235079574
18.6899234302,14.3235079574,0.9344961715,0.9348159633,18.6963192657,14.3269148396
18.6963192657,14.3269148396,0.9348159633,0.9354669385,18.7093387698,14.3338468047
18.7093387698,14.3338468047,0.9354669385,0.9356291324,18.7125826483,14.3355732812
18.7125826483,14.3355732812,0.9356291324,0.9361393461,18.7227869224,14.3410025456
18.7227869224,14.3410025456,0.9361393461,0.9366369975,18.7327399493,14.3462956242
18.7327399493,14.3462956242,0.9366369975,0.9374617262,18.7492345246,14.3550620839
18.7492345246,14.3550620839,0.9374617262,0.9384585172,18.7691703450,14.3656484020
18.7691703450,14.3656484020,0.9384585172,0.9386520088,18.7730401766,14.3677022082
18.7730401766,14.3677022082,0.9386520088,0.9391580592,18.7831611849,14.3730718837
18.7831611849,14.3730718837,0.9391580592,0.9398809394,18.7976187880,14.3807378867
18.7976187880,14.3807378867,0.9398809394,0.9405614698,18.8112293962,14.3879500037
18.8112293962,14.3879500037,0.9405614698,0.9406527591,18.8130551813,14.3889171156
18.8130551813,14.3889171156,0.9406527591,0.9416222801,18.8324456014,14.3991830098
18.8324456014,14.3991830098,0.9416222801,0.9421263847,18.8425276946,14.4045170706
18.8425276946,14.4045170706,0.9421263847,0.9430765484,18.8615309673,14.4145640869
18.8615309673,14.4145640869,0.9430765484,0.9438012634,18.8760252686,14.4222211444
18.8760252686,14.4222211444,0.9438012634,0.9438173926,18.8763478519,14.4223914991
18.8763478519,14.4223914991,0.9438173926,0.9445853454,18.8917069084,14.4304995345
18.8917069084,14.4304995345,0.9445853454,0.9447342206,18.8946844125,14.4320706744
18.8946844125,14.4320706744,0.9447342206,0.9450226261,18.9004525213,14.4351137024
18.9004525213,14.4351137024,0.9450226261,0.9452641368,18.9052827365,14.4376612946
18.9052827365,14.4376612946,0.9452641368,0.9455284784,18.9105695670,14.4404490501
18.9105695670,14.4404490501,0.9455284784,0.9458361289,18.9167225789,14.4436926648
18.9167225789,14.4436926648,0.9458361289,0.9464781559,18.9295631181,14.4504586201
18.9295631181,14.4504586201,0.9464781559,0.9472351884,18.9447037675,14.4584312570
18.9447037675,14.4584312570,0.9472351884,0.9481972303,18.9639446063,14.4685546684
18.9639446063,14.4685546684,0.9481972303,0.9487337646,18.9746752911,14.4741965110
18.9746752911,14.4741965110,0.9487337646,0.9496425801,18.9928516019,14.4837464522
18.9928516019,14.4837464522,0.9496425801,0.9505982943,19.0119658865,14.4937803007
19.0119658865,14.4937803007,0.9505982943,0.9508176964,19.0163539280,14.4960824691
19.0163539280,14.4960824691,0.9508176964,0.9509820215,19.0196404297,14.4978064038
19.0196404297,14.4978064038,0.9509820215,0.9514689056,19.0293781115,14.5029127201
19.0293781115,14.5029127201,0.9514689056,0.9520746492,19.0414929830,14.5092622952
19.0414929830,14.5092622952,0.9520746492,0.9528161909,19.0563238185,14.5170303500
19.0563238185,14.5170303500,0.9528161909,0.9529539327,19.0590786549,14.5184726652
19.0590786549,14.5184726652,0.9529539327,0.9531515528,19.0630310552,14.5205416425
19.0630310552,14.5205416425,0.9531515528,0.9534654544,19.0693090873,14.5238272240
19.0693090873,14.5238272240,0.9534654544,0.9538712820,19.0774256391,14.5280735264
19.0774256391,14.5280735264,0.9538712820,0.9545738622,19.0914772444,14.5354209522
19.0914772444,14.5354209522,0.9545738622,0.9552400528,19.1048010567,14.5423832640
19.1048010567,14.5423832640,0.9552400528,0.9554336705,19.1086734099,14.5444059163
19.1086734099,14.5444059163,0.9554336705,0.9559478308,19.1189566164,14.5497753402
19.1189566164,14.5497753402,0.9559478308,0.9568182619,19.1363652378,14.5588593064
19.1363652378,14.5588593064,0.9568182619,0.9575837671,19.1516753410,14.5668419864
19.1516753410,14.5668419864,0.9575837671,0.9578713052,19.1574261049,14.5698389179
19.1574261049,14.5698389179,0.9578713052,0.9584293998,19.1685879961,14.5756534241
19.1685879961,14.5756534241,0.9584293998,0.9587350869,19.1747017384,14.5788369040
19.1747017384,14.5788369040,0.9587350869,0.9588314050,19.1766280993,14.5798397836
19.1766280993,14.5798397836,0.9588314050,0.9593350250,19.1867005006,14.5850820494
19.1867005006,14.5850820494,0.9593350250,0.9595806634,19.1916132674,14.5876380199
19.1916132674,14.5876380199,0.9595806634,0.9598826928,19.1976538555,14.5907799361
19.1976538555,14.5907799361,0.9598826928,0.9604465236,19.2089304715,14.5966428483
19.2089304715,14.5966428483,0.9604465236,0.9610373037,19.2207460730,14.6027825780
19.2207460730,14.6027825780,0.9610373037,0.9612987501,19.2259750014,14.6054985670
19.2259750014,14.6054985670,0.9612987501,0.9616888868,19.2337777354,14.6095501607
19.2337777354,14.6095501607,0.9616888868,0.9626442018,19.2528840360,14.6194647397
19.2528840360,14.6194647397,0.9626442018,0.9626638308,19.2532766165,14.6196683606
19.2532766165,14.6196683606,0.9626638308,0.9635010575,19.2700211503,14.6283497111
19.2700211503,14.6283497111,0.9635010575,0.9638593069,19.2771861370,14.6320623200
19.2771861370,14.6320623200,0.9638593069,0.9640012630,19.2800252602,14.6335330848
19.2800252602,14.6335330848,0.9640012630,0.9648540275,19.2970805496,14.6423640779
19.2970805496,14.6423640779,0.9648540275,0.9656096934,19.3121938678,14.6501834679
19.3121938678,14.6501834679,0.9656096934,0.9663449640,19.3268992807,14.6577863331
19.3268992807,14.6577863331,0.9663449640,0.9672983804,19.3459676082,14.6676368245
19.3459676082,14.6676368245,0.9672983804,0.9679092640,19.3581852800,14.6739435633
19.3581852800,14.6739435633,0.9679092640,0.9687825466,19.3756509321,14.6829528191
19.3756509321,14.6829528191,0.9687825466,0.9697663599,19.3953271990,14.6930932345
19.3953271990,14.6930932345,0.9697663599,0.9697811573,19.3956231452,14.6932456803
19.3956231452,14.6932456803,0.9697811573,0.9699122840,19.3982456791,14.6945964862
19.3982456791,14.6945964862,0.9699122840,0.9701834798,19.4036695963,14.6973896738
19.4036695963,14.6973896738,0.9701834798,0.9705403616,19.4108072324,14.7010642648
19.4108072324,14.7010642648,0.9705403616,0.9710975327,19.4219506547,14.7067985643
19.4219506547,14.7067985643,0.9710975327,0.9720481860,19.4409637197,14.7165753403
19.4409637197,14.7165753403,0.9720481860,0.9722409246,19.4448184925,14.7185564149
19.4448184925,14.7185564149,0.9722409246,0.9723704339,19.4474086776,14.7198873742
19.4474086776,14.7198873742,0.9723704339,0.9727614237,19.4552284735,14.7239045366
19.4552284735,14.7239045366,0.9727614237,0.9731143134,19.4622862673,14.7275289329
19.4622862673,14.7275289329,0.9731143134,0.9735053998,19.4701079964,14.7315441790
19.4701079964,14.7315441790,0.9735053998,0.9735801886,19.4716037714,14.7323118535
19.4716037714,14.7323118535,0.9735801886,0.9744403992,19.4888079844,14.7411375262
19.4888079844,14.7411375262,0.9744403992,0.9746165341,19.4923306828,14.7429437397
19.4923306828,14.7429437397,0.9746165341,0.9753180337,19.5063606748,14.7501343401
19.5063606748,14.7501343401,0.9753180337,0.9755217283,19.5104345669,14.7522213545
19.5104345669,14.7522213545,0.9755217283,0.9755790744,19.5115814877,14.7528088358
19.5115814877,14.7528088358,0.9755790744,0.9763745429,19.5274908577,14.7609546177
19.5274908577,14.7609546177,0.9763745429,0.9769229882,19.5384597637,14.7665671395
19.5384597637,14.7665671395,0.9769229882,0.9770446328,19.5408926554,14.7678115833
19.5408926554,14.7678115833,0.9770446328,0.9776557853,19.5531157063,14.7740615335
19.5531157063,14.7740615335,0.9776557853,0.9777566220,19.5551324394,14.7750923804
19.5551324394,14.7750923804,0.9777566220,0.9786281055,19.5725621092,14.7839972652
19.5725621092,14.7839972652,0.9786281055,0.9787772859,19.5755457170,14.7855208405
19.5755457170,14.7855208405,0.9787772859,0.9792400393,19.5848007857,14.7902455130
19.5848007857,14.7902455130,0.9792400393,0.9796356901,19.5927138016,14.7942833752
19.5927138016,14.7942833752,0.9796356901,0.9803489018,19.6069780357,14.8015581895
19.6069780357,14.8015581895,0.9803489018,0.9804115331,19.6082306610,14.8021967903
19.6082306610,14.8021967903,0.9804115331,0.9805354641,19.6107092822,14.8034603003
19.6107092822,14.8034603003,0.9805354641,0.9810366260,19.6207325201,14.8085682123
19.6207325201,14.8085682123,0.9810366260,0.9817338817,19.6346776348,14.8156705620
19.6346776348,14.8156705620,0.9817338817,0.9825507873,19.6510157467,14.8239854983
19.6510157467,14.8239854983,0.9825507873,0.9832652245,19.6653044892,14.8312519810
19.6653044892,14.8312519810,0.9832652245,0.9837747936,19.6754958721,14.8364316494
19.6754958721,14.8364316494,0.9837747936,0.9846246915,19.6924938292,14.8450649140
19.6924938292,14.8450649140,0.9846246915,0.9849540947,19.6990818932,14.8484090503
19.6990818932,14.8484090503,0.9849540947,0.9855871080,19.7117421608,14.8548324231
19.7117421608,14.8548324231,0.9855871080,0.9858526435,19.7170528710,14.8575256970
19.7170528710,14.8575256970,0.9858526435,0.9862860596,19.7257211918,14.8619202351
19.7257211918,14.8619202351,0.9862860596,0.9869372010,19.7387440204,14.8685188266
19.7387440204,14.8685188266,0.9869372010,0.9878236057,19.7564721139,14.8774947341
19.7564721139,14.8774947341,0.9878236057,0.9880601172,19.7612023442,14.8798883681
19.7612023442,14.8798883681,0.9880601172,0.9882216190,19.7644323790,14.8815225382
19.7644323790,14.8815225382,0.9882216190,0.9886529252,19.7730585031,14.8858854710
19.7730585031,14.8858854710,0.9886529252,0.9896383100,19.7927662001,14.8958462770
19.7927662001,14.8958462770,0.9896383100,0.9899783060,19.7995661208,14.8992808886
19.7995661208,14.8992808886,0.9899783060,0.9907004600,19.8140092006,14.9065721931
19.8140092006,14.9065721931,0.9907004600,0.9909555060,19.8191101195,14.9091460454
19.8191101195,14.9091460454,0.9909555060,0.9919249393,19.8384987861,14.9189233600
19.8384987861,14.9189233600,0.9919249393,0.9924490029,19.8489800576,14.9242049410
19.8489800576,14.9242049410,0.9924490029,0.9928316810,19.8566336208,14.9280598864
19.8566336208,14.9280598864,0.9928316810,0.9929912199,19.8598243979,14.9296665840
19.8598243979,14.9296665840,0.9929912199,0.9933739046,19.8674780928,14.9335195207
19.8674780928,14.9335195207,0.9933739046,0.9941540344,19.8830806872,14.9413694670
19.8830806872,14.9413694670,0.9941540344,0.9944623805,19.8892476093,14.9444704785
19.8892476093,14.9444704785,0.9944623805,0.9947926803,19.8958536070,14.9477912226
19.8958536070,14.9477912226,0.9947926803,0.9955214926,19.9104298525,14.9551146411
19.9104298525,14.9551146411,0.9955214926,0.9965153660,19.9303073198,14.9650929466
19.9303073198,14.9650929466,0.9965153660,0.9966026237,19.9320524741,14.9659685262
19.9320524741,14.9659685262,0.9966026237,0.9970381036,19.9407620716,14.9703371716
19.9407620716,14.9703371716,0.9970381036,0.9975487309,19.9509746186,14.9754572657
19.9509746186,14.9754572657,0.9975487309,0.9979858538,19.9597170769,14.9798382545
19.9597170769,14.9798382545,0.9979858538,0.9982027581,19.9640551624,14.9820114308
19.9640551624,14.9820114308,0.9982027581,0.9990926286,19.9818525717,14.9909221692
19.9818525717,14.9909221692,0.9990926286,0.9993816349,19.9876326989,14.9938144376
19.9876326989,14.9938144376,0.9993816349,1.0000183147,20.0003662936,15.0001831451
20.0003662936,15.0001831451,1.0000183147,1.0001541575,20.0030831509,15.0015414566
20.0030831509,15.0015414566,1.0001541575,1.0006659060,20.0133181193,15.0066568425
20.0133181193,15.0066568425,1.0006659060,1.0014437793,20.0288755862,15.0144273706
20.0288755862,15.0144273706,1.0014437793,1.0017945908,20.0358918155,15.0179298050
20.0358918155,15.0179298050,1.0017945908,1.0023744180,20.0474883593,15.0237159903
20.0474883593,15.0237159903,1.0023744180,1.0032839839,20.0656796787,15.0327859166
20.0656796787,15.0327859166,1.0032839839,1.0033803206,20.0676064127,15.0337460735
20.0676064127,15.0337460735,1.0033803206,1.0039105354,20.0782107073,15.0390288922
20.0782107073,15.0390288922,1.0039105354,1.0048519163,20.0970383250,15.0484014571
20.0970383250,15.0484014571,1.0048519163,1.0050708135,20.1014162698,15.0505795691
20.1014162698,15.0505795691,1.0050708135,1.0059616524,20.1192330477,15.0594388174
20.1192330477,15.0594388174,1.0059616524,1.0066520850,20.1330416997,15.0662995987
20.1330416997,15.0662995987,1.0066520850,1.0066836532,20.1336730638,15.0666131758
20.1336730638,15.0666131758,1.0066836532,1.0076439354,20.1528787078,15.0761472051
20.1528787078,15.0761472051,1.0076439354,1.0082889961,20.1657799214,15.0825464234
20.1657799214,15.0825464234,1.0082889961,1.0087466078,20.1749321557,15.0870835621
20.1749321557,15.0870835621,1.0087466078,1.0087603770,20.1752075396,15.0872200488
20.1752075396,15.0872200488,1.0087603770,1.0094732708,20.1894654170,15.0942839942
20.1894654170,15.0942839942,1.0094732708,1.0099891213,20.1997824265,15.0993923005
20.1997824265,15.0993923005,1.0099891213,1.0108291698,20.2165833966,15.1077053437
20.2165833966,15.1077053437,1.0108291698,1.0116520543,20.2330410864,15.1158416914
20.2330410864,15.1158416914,1.0116520543,1.0123352135,20.2467042697,15.1225913474
20.2467042697,15.1225913474,1.0123352135,1.0127481530,20.2549630606,15.1266689533
20.2549630606,15.1266689533,1.0127481530,1.0130304483,20.2606089667,15.1294555204
20.2606089667,15.1294555204,1.0130304483,1.0131294262,20.2625885232,15.1304323525
20.2625885232,15.1304323525,1.0131294262,1.0137989107,20.2759782131,15.1370370569
20.2759782131,15.1370370569,1.0137989107,1.0140760998,20.2815219965,15.1397703153
20.2815219965,15.1397703153,1.0140760998,1.0147194798,20.2943895956,15.1461114824
20.2943895956,15.1461114824,1.0147194798,1.0147224287,20.2944485744,15.1461405377
20.2944485744,15.1461405377,1.0147224287,1.0157102910,20.3142058204,15.1558688440
20.3142058204,15.1558688440,1.0157102910,1.0159174018,20.3183480365,15.1579071998
20.3183480365,15.1579071998,1.0159174018,1.0161624327,20.3232486537,15.1603182057
20.3232486537,15.1603182057,1.0161624327,1.0163900011,20.3278000228,15.1625568507
20.3278000228,15.1625568507,1.0163900011,1.0164912875,20.3298257509,15.1635530626
20.3298257509,15.1635530626,1.0164912875,1.0165002473,20.3300049453,15.1636411819
20.3300049453,15.1636411819,1.0165002473,1.0173023909,20.3460478188,15.1715270457
20.3460478188,15.1715270457,1.0173023909,1.0180896195,20.3617923897,15.1792600232
20.3617923897,15.1792600232,1.0180896195,1.0181871464,20.3637429287,15.1802176029
20.3637429287,15.1802176029,1.0181871464,1.0185819943,20.3716398859,15.1840934904
20.3716398859,15.1840934904,1.0185819943,1.0187838210,20.3756764210,15.1860740508
20.3756764210,15.1860740508,1.0187838210,1.0193857164,20.3877143290,15.1919781345
20.3877143290,15.1919781345,1.0193857164,1.0202175691,20.4043513818,15.2001319404
20.4043513818,15.2001319404,1.0202175691,1.0202851047,20.4057020937,15.2007936195
20.4057020937,15.2007936195,1.0202851047,1.0208058810,20.4161176194,15.2058943863
20.4161176194,15.2058943863,1.0208058810,1.0217472356,20.4349447128,15.2151076451
20.4349447128,15.2151076451,1.0217472356,1.0217927197,20.4358543938,15.2155525837
20.4358543938,15.2155525837,1.0217927197,1.0224465977,20.4489319542,15.2219467284
20.4489319542,15.2219467284,1.0224465977,1.0228431429,20.4568628579,15.2258223831
20.4568628579,15.2258223831,1.0228431429,1.0233801812,20.4676036236,15.2310686475
20.4676036236,15.2310686475,1.0233801812,1.0236981122,20.4739622436,15.2341731192
20.4739622436,15.2341731192,1.0236981122,1.0243940952,20.4878819033,15.2409655923
20.4878819033,15.2409655923,1.0243940952,1.0250317013,20.5006340263,15.2471840828
20.5006340263,15.2471840828,1.0250317013,1.0253840853,20.5076817059,15.2506190940
20.5076817059,15.2506190940,1.0253840853,1.0260950250,20.5219004994,15.2575454981
20.5219004994,15.2575454981,1.0260950250,1.0266953240,20.5339064809,15.2633900388
20.5339064809,15.2633900388,1.0266953240,1.0275074784,20.5501495684,15.2712914773
20.5501495684,15.2712914773,1.0275074784,1.0283886834,20.5677736674,15.2798572470
20.5677736674,15.2798572470,1.0283886834,1.0288207977,20.5764159533,15.2840547847
20.5764159533,15.2840547847,1.0288207977,1.0293196992,20.5863939845,15.2888987684
20.5863939845,15.2888987684,1.0293196992,1.0299962058,20.5999241155,15.2954631960
20.5999241155,15.2954631960,1.0299962058,1.0303193405,20.6063868098,15.2985970928
20.6063868098,15.2985970928,1.0303193405,1.0310157907,20.6203158145,15.3053480109
20.6203158145,15.3053480109,1.0310157907,1.0318076700,20.6361533990,15.3130180602
20.6361533990,15.3130180602,1.0318076700,1.0318786466,20.6375729314,15.3137052251
20.6375729314,15.3137052251,1.0318786466,1.0323447971,20.6468959419,15.3182170415
20.6468959419,15.3182170415,1.0323447971,1.0332216778,20.6644335565,15.3266983788
20.6644335565,15.3266983788,1.0332216778,1.0333648751,20.6672975015,15.3280826763
20.6672975015,15.3280826763,1.0333648751,1.0343164561,20.6863291220,15.3372764652
20.6863291220,15.3372764652,1.0343164561,1.0350385596,20.7007711914,15.3442470924
20.7007711914,15.3442470924,1.0350385596,1.0350666427,20.7013328535,15.3445180796
20.7013328535,15.3445180796,1.0350666427,1.0359637686,20.7192753710,15.3531707223
20.7192753710,15.3531707223,1.0359637686,1.0362054974,20.7241099472,15.3555007834
20.7241099472,15.3555007834,1.0362054974,1.0369516376,20.7390327511,15.3626892580
20.7390327511,15.3626892580,1.0369516376,1.0373942747,20.7478854936,15.3669510879
20.7478854936,15.3669510879,1.0373942747,1.0382058505,20.7641170090,15.3747600695
20.7641170090,15.3747600695,1.0382058505,1.0383141680,20.7662833600,15.3758018027
20.7662833600,15.3758018027,1.0383141680,1.0389250706,20.7785014112,15.3816749000
20.7785014112,15.3816749000,1.0389250706,1.0389818449,20.7796368989,15.3822205283
20.7796368989,15.3822205283,1.0389818449,1.0394773862,20.7895477243,15.3869815420
20.7895477243,15.3869815420,1.0394773862,1.0402083144,20.8041662889,15.3939996017
20.8041662889,15.3939996017,1.0402083144,1.0411907912,20.8238158239,15.4034245056
20.8238158239,15.4034245056,1.0411907912,1.0421395621,20.8427912427,15.4125169079
20.8427912427,15.4125169079,1.0421395621,1.0424025728,20.8480514562,15.4150358372
20.8480514562,15.4150358372,1.0424025728,1.0433196797,20.8663935935,15.4238138235
20.8663935935,15.4238138235,1.0433196797,1.0440033041,20.8800660822,15.4303515873
20.8800660822,15.4303515873,1.0440033041,1.0447576369,20.8951527379,15.4375601387
20.8951527379,15.4375601387,1.0447576369,1.0448832072,20.8976641450,15.4387595610
20.8976641450,15.4387595610,1.0448832072,1.0454849270,20.9096985397,15.4445048769
20.9096985397,15.4445048769,1.0454849270,1.0458994020,20.9179880408,15.4484602449
20.9179880408,15.4484602449,1.0458994020,1.0466684719,20.9333694386,15.4557949879
20.9333694386,15.4557949879,1.0466684719,1.0472352957,20.9447059137,15.4611970911
20.9447059137,15.4611970911,1.0472352957,1.0478695350,20.9573907008,15.4672378885
20.9573907008,15.4672378885,1.0478695350,1.0480962057,20.9619241132,15.4693958316
20.9619241132,15.4693958316,1.0480962057,1.0486875545,20.9737510894,15.4750231549
20.9737510894,15.4750231549,1.0486875545,1.0487201510,20.9744030192,15.4753332440
20.9744030192,15.4753332440,1.0487201510,1.0493800045,20.9876000895,15.4816081205
20.9876000895,15.4816081205,1.0493800045,1.0501034077,21.0020681538,15.4884823196
21.0020681538,15.4884823196,1.0501034077,1.0509506635,21.0190132702,15.4965267845
21.0190132702,15.4965267845,1.0509506635,1.0511853703,21.0237074067,15.4987539927
21.0237074067,15.4987539927,1.0511853703,1.0519022277,21.0380445539,15.5055530707
21.0380445539,15.5055530707,1.0519022277,1.0525293695,21.0505873890,15.5114970212
21.0505873890,15.5114970212,1.0525293695,1.0528813368,21.0576267351,15.5148311887
21.0576267351,15.5148311887,1.0528813368,1.0532853002,21.0657060036,15.5186563857
21.0657060036,15.5186563857,1.0532853002,1.0535136618,21.0702732351,15.5208180576
