x,y,t0,t1,Nx,Ny
42.1047732320,19.9446241205,2.1052386616,2.1057686743,42.1153734870,19.9440649376
42.1153734870,19.9440649376,2.1057686743,2.1059854737,42.1197094738,19.9438353968
42.1197094738,19.9438353968,2.1059854737,2.1066736054,42.1334721071,19.9431037096
42.1334721071,19.9431037096,2.1066736054,2.1073329587,42.1466591750,19.9423981798
42.1466591750,19.9423981798,2.1073329587,2.1081196109,42.1623922184,19.9415507487
42.1623922184,19.9415507487,2.1081196109,2.1081847982,42.1636959637,19.9414802472
42.1636959637,19.9414802472,2.1081847982,2.1084709337,42.1694186750,19.9411702827
42.1694186750,19.9411702827,2.1084709337,2.1093324147,42.1866482939,19.9402321155
42.1866482939,19.9402321155,2.1093324147,2.1096629856,42.1932597124,19.9398701479
42.1932597124,19.9398701479,2.1096629856,2.1105646570,42.2112931398,19.9388772831
42.2112931398,19.9388772831,2.1105646570,2.1109821078,42.2196421565,19.9384148587
42.2196421565,19.9384148587,2.1109821078,2.1114049391,42.2280987819,19.9379446977
42.2280987819,19.9379446977,2.1114049391,2.1118321738,42.2366434752,19.9374678246
42.2366434752,19.9374678246,2.1118321738,2.1118970137,42.2379402743,19.9373952916
42.2379402743,19.9373952916,2.1118970137,2.1125232650,42.2504652999,19.9366925742
42.2504652999,19.9366925742,2.1125232650,2.1126345365,42.2526907302,19.9365673059
42.2526907302,19.9365673059,2.1126345365,2.1135320259,42.2706405173,19.9355523955
42.2706405173,19.9355523955,2.1135320259,2.1137574637,42.2751492738,19.9352961973
42.2751492738,19.9352961973,2.1137574637,2.1142206455,42.2844129106,19.9347682207
42.2844129106,19.9347682207,2.1142206455,2.1151931916,42.3038638328,19.9336526430
42.3038638328,19.9336526430,2.1151931916,2.1156119184,42.3122383682,19.9331694216
42.3122383682,19.9331694216,2.1156119184,2.1159800981,42.3196019613,19.9327430843
42.3196019613,19.9327430843,2.1159800981,2.1161352076,42.3227041522,19.9325630678
42.3227041522,19.9325630678,2.1161352076,2.1168046441,42.3360928828,19.9317833755
42.3360928828,19.9317833755,2.1168046441,2.1174406659,42.3488133180,19.9310384500
42.3488133180,19.9310384500,2.1174406659,2.1181345500,42.3626909996,19.9302211405
42.3626909996,19.9302211405,2.1181345500,2.1187830811,42.3756616222,19.9294528982
42.3756616222,19.9294528982,2.1187830811,2.1195318641,42.3906372827,19.9285606673
42.3906372827,19.9285606673,2.1195318641,2.1201519197,42.4030383933,19.9278175810
42.4030383933,19.9278175810,2.1201519197,2.1205573834,42.4111476685,19.9273295865
42.4111476685,19.9273295865,2.1205573834,2.1207583510,42.4151670206,19.9270871033
42.4151670206,19.9270871033,2.1207583510,2.1211056782,42.4221135640,19.9266670735
42.4221135640,19.9266670735,2.1211056782,2.1214428246,42.4288564928,19.9262582017
42.4288564928,19.9262582017,2.1214428246,2.1221471990,42.4429439809,19.9254003088
42.4429439809,19.9254003088,2.1221471990,2.1227578070,42.4551561401,19.9246526041
42.4551561401,19.9246526041,2.1227578070,2.1236083329,42.4721666577,19.9236049002
42.4721666577,19.9236049002,2.1236083329,2.1240214222,42.4804284434,19.9230934342
42.4804284434,19.9230934342,2.1240214222,2.1248629633,42.4972592660,19.9220462020
42.4972592660,19.9220462020,2.1248629633,2.1258245367,42.5164907346,19.9208409298
42.5164907346,19.9208409298,2.1258245367,2.1260007791,42.5200155817,19.9206190184
42.5200155817,19.9206190184,2.1260007791,2.1265517736,42.5310354722,19.9199232430
42.5310354722,19.9199232430,2.1265517736,2.1266530299,42.5330605976,19.9197950501
42.5330605976,19.9197950501,2.1266530299,2.1272718031,42.5454360611,19.9190094407
42.5454360611,19.9190094407,2.1272718031,2.1276598797,42.5531975949,19.9185147755
42.5531975949,19.9185147755,2.1276598797,2.1276807941,42.5536158827,19.9184880740
42.5536158827,19.9184880740,2.1276807941,2.1278430422,42.5568608447,19.9182807828
42.5568608447,19.9182807828,2.1278430422,2.1279020619,42.5580412376,19.9182053128
42.5580412376,19.9182053128,2.1279020619,2.1280247888,42.5604957762,19.9180482673
42.5604957762,19.9180482673,2.1280247888,2.1281379045,42.5627580906,19.9179033871
42.5627580906,19.9179033871,2.1281379045,2.1283459567,42.5669191347,19.9176365770
42.5669191347,19.9176365770,2.1283459567,2.1291209897,42.5824197940,19.9166388501
42.5824197940,19.9166388501,2.1291209897,2.1295710448,42.5914208954,19.9160567218
42.5914208954,19.9160567218,2.1295710448,2.1296914019,42.5938280387,19.9159007013
42.5938280387,19.9159007013,2.1296914019,2.1298469953,42.5969399059,19.9156987891
42.5969399059,19.9156987891,2.1298469953,2.1300357824,42.6007156472,19.9154534765
42.6007156472,19.9154534765,2.1300357824,2.1308496121,42.6169922416,19.9143918951
42.6169922416,19.9143918951,2.1308496121,2.1311704746,42.6234094915,19.9139715330
42.6234094915,19.9139715330,2.1311704746,2.1314631447,42.6292628940,19.9135872079
42.6292628940,19.9135872079,2.1314631447,2.1317971174,42.6359423474,19.9131475993
42.6359423474,19.9131475993,2.1317971174,2.1326179285,42.6523585691,19.9120624253
42.6523585691,19.9120624253,2.1326179285,2.1334494285,42.6689885691,19.9109562502
42.6689885691,19.9109562502,2.1334494285,2.1337867466,42.6757349316,19.9105055322
42.6757349316,19.9105055322,2.1337867466,2.1341940062,42.6838801230,19.9099598436
42.6838801230,19.9099598436,2.1341940062,2.1342298975,42.6845979502,19.9099116731
42.6845979502,19.9099116731,2.1342298975,2.1349068249,42.6981364987,19.9090007429
42.6981364987,19.9090007429,2.1349068249,2.1352195221,42.7043904425,19.9085784042
42.7043904425,19.9085784042,2.1352195221,2.1362054882,42.7241097642,19.9072403249
42.7241097642,19.9072403249,2.1362054882,2.1368825717,42.7376514347,19.9063158078
42.7376514347,19.9063158078,2.1368825717,2.1370484181,42.7409683627,19.9060886554
42.7409683627,19.9060886554,2.1370484181,2.1374698863,42.7493977254,19.9055101518
42.7493977254,19.9055101518,2.1374698863,2.1384660456,42.7693209120,19.9041357711
42.7693209120,19.9041357711,2.1384660456,2.1391559701,42.7831194011,19.9031780800
42.7831194011,19.9031780800,2.1391559701,2.1395795217,42.7915904347,19.9025877856
42.7915904347,19.9025877856,2.1395795217,2.1397240628,42.7944812562,19.9023859314
42.7944812562,19.9023859314,2.1397240628,2.1405256812,42.8105136245,19.9012626646
42.8105136245,19.9012626646,2.1405256812,2.1407145874,42.8142917484,19.9009970244
42.8142917484,19.9009970244,2.1407145874,2.1409683073,42.8193661455,19.9006396817
42.8193661455,19.9006396817,2.1409683073,2.1418850710,42.8377014198,19.8993431332
42.8377014198,19.8993431332,2.1418850710,2.1422801977,42.8456039532,19.8987817268
42.8456039532,19.8987817268,2.1422801977,2.1430842940,42.8616858807,19.8976344240
42.8616858807,19.8976344240,2.1430842940,2.1435762810,42.8715256207,19.8969292576
42.8715256207,19.8969292576,2.1435762810,2.1437976415,42.8759528296,19.8966111915
42.8759528296,19.8966111915,2.1437976415,2.1446813105,42.8936262106,19.8953365919
42.8936262106,19.8953365919,2.1446813105,2.1451377690,42.9027553793,19.8946751401
42.9027553793,19.8946751401,2.1451377690,2.1457767616,42.9155352316,19.8937456789
42.9155352316,19.8937456789,2.1457767616,2.1461477425,42.9229548502,19.8932041868
42.9229548502,19.8932041868,2.1461477425,2.1470135501,42.9402710012,19.8919350805
42.9402710012,19.8919350805,2.1470135501,2.1475583402,42.9511668042,19.8911326812
42.9511668042,19.8911326812,2.1475583402,2.1484305765,42.9686115297,19.8898418198
42.9686115297,19.8898418198,2.1484305765,2.1484901156,42.9698023114,19.8897534279
42.9698023114,19.8897534279,2.1484901156,2.1489991240,42.9799824804,19.8889963052
42.9799824804,19.8889963052,2.1489991240,2.1494566416,42.9891328324,19.8883135614
42.9891328324,19.8883135614,2.1494566416,2.1501427695,43.0028553900,19.8872857438
43.0028553900,19.8872857438,2.1501427695,2.1504142093,43.0082841854,19.8868778282
43.0082841854,19.8868778282,2.1504142093,2.1505369820,43.0107396395,19.8866930853
43.0107396395,19.8866930853,2.1505369820,2.1512785044,43.0255700876,19.8855740706
43.0255700876,19.8855740706,2.1512785044,2.1514422046,43.0288440920,19.8853262933
43.0288440920,19.8853262933,2.1514422046,2.1517803722,43.0356074431,19.8848135931
43.0356074431,19.8848135931,2.1517803722,2.1526116986,43.0522339724,19.8835483472
43.0522339724,19.8835483472,2.1526116986,2.1528595880,43.0571917608,19.8831697317
43.0571917608,19.8831697317,2.1528595880,2.1536475534,43.0729510674,19.8819621467
43.0729510674,19.8819621467,2.1536475534,2.1541495028,43.0829900555,19.8811896540
43.0829900555,19.8811896540,2.1541495028,2.1543954227,43.0879084548,19.8808102672
43.0879084548,19.8808102672,2.1543954227,2.1547032398,43.0940647967,19.8803345379
43.0940647967,19.8803345379,2.1547032398,2.1550760030,43.1015200608,19.8797571664
43.1015200608,19.8797571664,2.1550760030,2.1551846750,43.1036935003,19.8795885832
43.1036935003,19.8795885832,2.1551846750,2.1553476922,43.1069538435,19.8793354727
43.1069538435,19.8793354727,2.1553476922,2.1556802856,43.1136057121,19.8788182434
43.1136057121,19.8788182434,2.1556802856,2.1562067982,43.1241359641,19.8779971810
43.1241359641,19.8779971810,2.1562067982,2.1562095042,43.1241900840,19.8779929540
43.1241900840,19.8779929540,2.1562095042,2.1567961153,43.1359223056,19.8770748912
43.1359223056,19.8770748912,2.1567961153,2.1570037840,43.1400756801,19.8767490590
43.1400756801,19.8767490590,2.1570037840,2.1572275498,43.1445509961,19.8763974879
43.1445509961,19.8763974879,2.1572275498,2.1575551904,43.1511038071,19.8758818100
43.1511038071,19.8758818100,2.1575551904,2.1576463456,43.1529269127,19.8757381485
43.1529269127,19.8757381485,2.1576463456,2.1581692839,43.1633856782,19.8749123881
43.1633856782,19.8749123881,2.1581692839,2.1586288489,43.1725769775,19.8741844415
43.1725769775,19.8741844415,2.1586288489,2.1589123524,43.1782470482,19.8737343213
43.1782470482,19.8737343213,2.1589123524,2.1589293041,43.1785860822,19.8737073815
43.1785860822,19.8737073815,2.1589293041,2.1594818278,43.1896365558,19.8728277330
43.1896365558,19.8728277330,2.1594818278,2.1595874229,43.1917484579,19.8726592723
43.1917484579,19.8726592723,2.1595874229,2.1599529735,43.1990594693,19.8720752314
43.1990594693,19.8720752314,2.1599529735,2.1600511851,43.2010237028,19.8719180907
43.2010237028,19.8719180907,2.1600511851,2.1606860730,43.2137214594,19.8708999298
43.2137214594,19.8708999298,2.1606860730,2.1607211820,43.2144236407,19.8708435082
43.2144236407,19.8708435082,2.1607211820,2.1614050048,43.2281000966,19.8697421221
43.2281000966,19.8697421221,2.1614050048,2.1618726182,43.2374523650,19.8689862773
43.2374523650,19.8689862773,2.1618726182,2.1623960004,43.2479200084,19.8681376952
43.2479200084,19.8681376952,2.1623960004,2.1632314184,43.2646283674,19.8667775203
43.2646283674,19.8667775203,2.1632314184,2.1637160357,43.2743207137,19.8659852983
43.2743207137,19.8659852983,2.1637160357,2.1637651720,43.2753034392,19.8659048423
43.2753034392,19.8659048423,2.1637651720,2.1641668319,43.2833366382,19.8652462565
43.2833366382,19.8652462565,2.1641668319,2.1649052026,43.2981040526,19.8640313707
43.2981040526,19.8640313707,2.1649052026,2.1654702529,43.3094050582,19.8630979770
43.3094050582,19.8630979770,2.1654702529,2.1662177775,43.3243555505,19.8618582522
43.3243555505,19.8618582522,2.1662177775,2.1672027676,43.3440553512,19.8602161726
43.3440553512,19.8602161726,2.1672027676,2.1675755626,43.3515112516,19.8595921541
43.3515112516,19.8595921541,2.1675755626,2.1676965919,43.3539318376,19.8593892654
43.3539318376,19.8593892654,2.1676965919,2.1686554800,43.3731095998,19.8577766454
43.3731095998,19.8577766454,2.1686554800,2.1694461413,43.3889228264,19.8564400260
43.3889228264,19.8564400260,2.1694461413,2.1697282686,43.3945653711,19.8559615743
43.3945653711,19.8559615743,2.1697282686,2.1702283573,43.4045671452,19.8551115319
43.4045671452,19.8551115319,2.1702283573,2.1703660396,43.4073207913,19.8548770628
43.4073207913,19.8548770628,2.1703660396,2.1711914547,43.4238290938,19.8534674292
43.4238290938,19.8534674292,2.1711914547,2.1713957448,43.4279148963,19.8531174933
43.4279148963,19.8531174933,2.1713957448,2.1718064776,43.4361295520,19.8524126713
43.4361295520,19.8524126713,2.1718064776,2.1719944218,43.4398884364,19.8520895943
43.4398884364,19.8520895943,2.1719944218,2.1723758922,43.4475178430,19.8514327590
43.4475178430,19.8514327590,2.1723758922,2.1725199789,43.4503995790,19.8511842843
43.4503995790,19.8511842843,2.1725199789,2.1730112448,43.4602248955,19.8503355459
43.4602248955,19.8503355459,2.1730112448,2.1738101188,43.4762023750,19.8489502131
43.4762023750,19.8489502131,2.1738101188,2.1741298237,43.4825964743,19.8483940225
43.4825964743,19.8483940225,2.1741298237,2.1742924963,43.4858499259,19.8481106287
43.4858499259,19.8481106287,2.1742924963,2.1744788073,43.4895761460,19.8477857290
43.4895761460,19.8477857290,2.1744788073,2.1748602215,43.4972044290,19.8471195148
43.4972044290,19.8471195148,2.1748602215,2.1755871626,43.5117432523,19.8458457416
43.5117432523,19.8458457416,2.1755871626,2.1756083450,43.5121669003,19.8458085458
43.5121669003,19.8458085458,2.1756083450,2.1758908665,43.5178173296,19.8453120154
43.5178173296,19.8453120154,2.1758908665,2.1765217702,43.5304354031,19.8442003233
43.5304354031,19.8442003233,2.1765217702,2.1768578010,43.5371560205,19.8436065911
43.5371560205,19.8436065911,2.1768578010,2.1768884014,43.5377680289,19.8435524672
43.5377680289,19.8435524672,2.1768884014,2.1776909729,43.5538194572,19.8421295908
43.5538194572,19.8421295908,2.1776909729,2.1779810634,43.5596212689,19.8416137053
43.5596212689,19.8416137053,2.1779810634,2.1786406512,43.5728130246,19.8404375886
43.5728130246,19.8404375886,2.1786406512,2.1789349965,43.5786999299,19.8399113351
43.5786999299,19.8399113351,2.1789349965,2.1792410491,43.5848209820,19.8393632316
43.5848209820,19.8393632316,2.1792410491,2.1794452946,43.5889058919,19.8389969312
43.5889058919,19.8389969312,2.1794452946,2.1801423596,43.6028471926,19.8377436513
43.6028471926,19.8377436513,2.1801423596,2.1809232523,43.6184650452,19.8363338840
43.6184650452,19.8363338840,2.1809232523,2.1810112167,43.6202243345,19.8361746971
43.6202243345,19.8361746971,2.1810112167,2.1816129072,43.6322581435,19.8350837597
43.6322581435,19.8350837597,2.1816129072,2.1822951629,43.6459032589,19.8338423678
43.6459032589,19.8338423678,2.1822951629,2.1832394775,43.6647895507,19.8321164694
43.6647895507,19.8321164694,2.1832394775,2.1842351185,43.6847023693,19.8302871056
43.6847023693,19.8302871056,2.1842351185,2.1849313002,43.6986260039,19.8290020710
43.6986260039,19.8290020710,2.1849313002,2.1853093963,43.7061879261,19.8283021382
43.7061879261,19.8283021382,2.1853093963,2.1853496956,43.7069939126,19.8282274516
43.7069939126,19.8282274516,2.1853496956,2.1857066679,43.7141333574,19.8275651675
43.7141333574,19.8275651675,2.1857066679,2.1862518100,43.7250362007,19.8265513163
43.7250362007,19.8265513163,2.1862518100,2.1865707961,43.7314159228,19.8259566901
43.7314159228,19.8259566901,2.1865707961,2.1869101323,43.7382026461,19.8253230122
43.7382026461,19.8253230122,2.1869101323,2.1872314354,43.7446287076,19.8247219480
43.7446287076,19.8247219480,2.1872314354,2.1877477123,43.7549542468,19.8237539826
43.7549542468,19.8237539826,2.1877477123,2.1885962627,43.7719252532,19.8221572486
43.7719252532,19.8221572486,2.1885962627,2.1888809366,43.7776187320,19.8216199589
43.7776187320,19.8216199589,2.1888809366,2.1898624031,43.7972480620,19.8197613394
43.7972480620,19.8197613394,2.1898624031,2.1906540820,43.8130816398,19.8182551051
43.8130816398,19.8182551051,2.1906540820,2.1906710629,43.8134212589,19.8182227288
43.8134212589,19.8182227288,2.1906710629,2.1911926962,43.8238539231,19.8172267647
43.8238539231,19.8172267647,2.1911926962,2.1917233393,43.8344667868,19.8162108058
43.8344667868,19.8162108058,2.1917233393,2.1924194966,43.8483899320,19.8148736866
43.8483899320,19.8148736866,2.1924194966,2.1925960936,43.8519218710,19.8145337237
43.8519218710,19.8145337237,2.1925960936,2.1934343326,43.8686866529,19.8129157948
43.8686866529,19.8129157948,2.1934343326,2.1942739947,43.8854798943,19.8112880749
43.8854798943,19.8112880749,2.1942739947,2.1942788581,43.8855771615,19.8112786265
43.8855771615,19.8112786265,2.1942788581,2.1944609145,43.8892182892,19.8109247637
43.8892182892,19.8109247637,2.1944609145,2.1948222067,43.8964441331,19.8102215390
43.8964441331,19.8102215390,2.1948222067,2.1951292510,43.9025850208,19.8096228769
43.9025850208,19.8096228769,2.1951292510,2.1955555309,43.9111106185,19.8087901716
43.9111106185,19.8087901716,2.1955555309,2.1955630212,43.9112604234,19.8087755238
43.9112604234,19.8087755238,2.1955630212,2.1963099042,43.9261980834,19.8073121076
43.9261980834,19.8073121076,2.1963099042,2.1965282976,43.9305659524,19.8068831412
43.9305659524,19.8068831412,2.1965282976,2.1973893537,43.9477870736,19.8051872153
43.9477870736,19.8051872153,2.1973893537,2.1978895921,43.9577918416,19.8041985467
43.9577918416,19.8041985467,2.1978895921,2.1984591946,43.9691838912,19.8030697405
43.9691838912,19.8030697405,2.1984591946,2.1988298612,43.9765972241,19.8023334315
43.9765972241,19.8023334315,2.1988298612,2.1993174610,43.9863492193,19.8013627488
43.9863492193,19.8013627488,2.1993174610,2.2003048159,44.0060963181,19.7993899036
44.0060963181,19.7993899036,2.2003048159,2.2012069293,44.0241385867,19.7975788579
44.0241385867,19.7975788579,2.2012069293,2.2016700773,44.0334015461,19.7966458996
44.0334015461,19.7966458996,2.2016700773,2.2018025855,44.0360517102,19.7963785824
44.0360517102,19.7963785824,2.2018025855,2.2025243413,44.0504868256,19.7949194559
44.0504868256,19.7949194559,2.2025243413,2.2033556313,44.0671126256,19.7932324361
44.0671126256,19.7932324361,2.2033556313,2.2034876846,44.0697536925,19.7929638110
44.0697536925,19.7929638110,2.2034876846,2.2036155169,44.0723103382,19.7927036064
44.0723103382,19.7927036064,2.2036155169,2.2039392335,44.0787846706,19.7920439451
44.0787846706,19.7920439451,2.2039392335,2.2043648651,44.0872973015,19.7911750096
44.0872973015,19.7911750096,2.2043648651,2.2052877192,44.1057543843,19.7892847617
44.1057543843,19.7892847617,2.2052877192,2.2052927993,44.1058559854,19.7892743328
44.1058559854,19.7892743328,2.2052927993,2.2057633318,44.1152666356,19.7883072565
44.1152666356,19.7883072565,2.2057633318,2.2059476468,44.1189529367,19.7879278338
44.1189529367,19.7879278338,2.2059476468,2.2061022980,44.1220459607,19.7876092137
44.1220459607,19.7876092137,2.2061022980,2.2062387312,44.1247746247,19.7873279287
44.1247746247,19.7873279287,2.2062387312,2.2067694810,44.1353896200,19.7862319086
44.1353896200,19.7862319086,2.2067694810,2.2075186548,44.1503730955,19.7846800396
44.1503730955,19.7846800396,2.2075186548,2.2077941517,44.1558830337,19.7841079526
44.1558830337,19.7841079526,2.2077941517,2.2079662240,44.1593244791,19.7837502485
44.1593244791,19.7837502485,2.2079662240,2.2082595840,44.1651916802,19.7831397283
44.1651916802,19.7831397283,2.2082595840,2.2082699645,44.1653992897,19.7831181095
44.1653992897,19.7831181095,2.2082699645,2.2082762312,44.1655246236,19.7831050576
44.1655246236,19.7831050576,2.2082762312,2.2092731297,44.1854625934,19.7810237860
44.1854625934,19.7810237860,2.2092731297,2.2102567608,44.2051352160,19.7789604727
44.2051352160,19.7789604727,2.2102567608,2.2102952828,44.2059056560,19.7788794702
44.2059056560,19.7788794702,2.2102952828,2.2109557574,44.2191151471,19.7774883422
44.2191151471,19.7774883422,2.2109557574,2.2113032979,44.2260659573,19.7767545816
44.2260659573,19.7767545816,2.2113032979,2.2117276266,44.2345525316,19.7758570607
44.2345525316,19.7758570607,2.2117276266,2.2119085194,44.2381703876,19.7754738971
44.2381703876,19.7754738971,2.2119085194,2.2120701433,44.2414028654,19.7751312717
44.2414028654,19.7751312717,2.2120701433,2.2129965913,44.2599318251,19.7731622606
44.2599318251,19.7731622606,2.2129965913,2.2133964310,44.2679286205,19.7723098161
44.2679286205,19.7723098161,2.2133964310,2.2136667428,44.2733348551,19.7717326152
44.2733348551,19.7717326152,2.2136667428,2.2139755074,44.2795101471,19.7710724113
44.2795101471,19.7710724113,2.2139755074,2.2144336994,44.2886739877,19.7700909428
44.2886739877,19.7700909428,2.2144336994,2.2154308703,44.3086174065,19.7679477006
44.3086174065,19.7679477006,2.2154308703,2.2161532472,44.3230649432,19.7663888687
44.3230649432,19.7663888687,2.2161532472,2.2169702600,44.3394052004,19.7646195313
44.3394052004,19.7646195313,2.2169702600,2.2177924140,44.3558482806,19.7628323220
44.3558482806,19.7628323220,2.2177924140,2.2178105239,44.3562104770,19.7627928785
44.3562104770,19.7627928785,2.2178105239,2.2181809422,44.3636188441,19.7619853823
44.3636188441,19.7619853823,2.2181809422,2.2188648717,44.3772974338,19.7604908397
44.3772974338,19.7604908397,2.2188648717,2.2196402550,44.3928050997,19.7587907919
44.3928050997,19.7587907919,2.2196402550,2.2200052765,44.4001055291,19.7579883917
44.4001055291,19.7579883917,2.2200052765,2.2204284012,44.4085680244,19.7570565997
44.4085680244,19.7570565997,2.2204284012,2.2207966587,44.4159331730,19.7562441776
44.4159331730,19.7562441776,2.2207966587,2.2208493820,44.4169876405,19.7561277523
44.4169876405,19.7561277523,2.2208493820,2.2217438092,44.4348761832,19.7541484155
44.4348761832,19.7541484155,2.2217438092,2.2227080554,44.4541611085,19.7520056102
44.4541611085,19.7520056102,2.2227080554,2.2230469421,44.4609388420,19.7512503081
44.4609388420,19.7512503081,2.2230469421,2.2239406890,44.4788137790,19.7492528392
44.4788137790,19.7492528392,2.2239406890,2.2247714593,44.4954291865,19.7473889554
44.4954291865,19.7473889554,2.2247714593,2.2253972483,44.5079449670,19.7459804022
44.5079449670,19.7459804022,2.2253972483,2.2257984357,44.5159687134,19.7450753323
44.5159687134,19.7450753323,2.2257984357,2.2262644194,44.5252883890,19.7440220625
44.5252883890,19.7440220625,2.2262644194,2.2268615645,44.5372312908,19.7426691527
44.5372312908,19.7426691527,2.2268615645,2.2277512897,44.5550257933,19.7406467503
44.5550257933,19.7406467503,2.2277512897,2.2280041291,44.5600825812,19.7400705857
44.5600825812,19.7400705857,2.2280041291,2.2289906952,44.5798139035,19.7378163076
44.5798139035,19.7378163076,2.2289906952,2.2299104463,44.5982089267,19.7357059333
44.5982089267,19.7357059333,2.2299104463,2.2303052008,44.6061040168,19.7347975723
44.6061040168,19.7347975723,2.2303052008,2.2307149795,44.6142995906,19.7338529911
44.6142995906,19.7338529911,2.2307149795,2.2315651609,44.6313032187,19.7318878812
44.6313032187,19.7318878812,2.2315651609,2.2316169987,44.6323399750,19.7317678295
44.6323399750,19.7317678295,2.2316169987,2.2324806271,44.6496125423,19.7297637901
44.6496125423,19.7297637901,2.2324806271,2.2331571214,44.6631424282,19.7281887837
44.6631424282,19.7281887837,2.2331571214,2.2340659631,44.6813192618,19.7260656246
44.6813192618,19.7260656246,2.2340659631,2.2348709099,44.6974181985,19.7241782784
44.6974181985,19.7241782784,2.2348709099,2.2358696434,44.7173928682,19.7218275566
44.7173928682,19.7218275566,2.2358696434,2.2366593937,44.7331878740,19.7199616569
44.7331878740,19.7199616569,2.2366593937,2.2371872079,44.7437441576,19.7187111421
44.7437441576,19.7187111421,2.2371872079,2.2378419574,44.7568391490,19.7171560164
44.7568391490,19.7171560164,2.2378419574,2.2387852429,44.7757048584,19.7149080388
44.7757048584,19.7149080388,2.2387852429,2.2389634872,44.7792697434,19.7144822590
44.7792697434,19.7144822590,2.2389634872,2.2397121958,44.7942439151,19.7126903160
44.7942439151,19.7126903160,2.2397121958,2.2400651373,44.8013027468,19.7118436492
44.8013027468,19.7118436492,2.2400651373,2.2401717220,44.8034344408,19.7115877197
44.8034344408,19.7115877197,2.2401717220,2.2402413451,44.8048269026,19.7114204804
44.8048269026,19.7114204804,2.2402413451,2.2405096519,44.8101930380,19.7107755367
44.8101930380,19.7107755367,2.2405096519,2.2413808766,44.8276175313,19.7086763621
44.8276175313,19.7086763621,2.2413808766,2.2419440769,44.8388815372,19.7073153184
44.8388815372,19.7073153184,2.2419440769,2.2421115127,44.8422302545,19.7069100770
44.8422302545,19.7069100770,2.2421115127,2.2426686409,44.8533728184,19.7055596536
44.8533728184,19.7055596536,2.2426686409,2.2432915441,44.8658308814,19.7040461229
44.8658308814,19.7040461229,2.2432915441,2.2441184065,44.8823681304,19.7020310180
44.8823681304,19.7020310180,2.2441184065,2.2448520831,44.8970416622,19.7002372870
44.8970416622,19.7002372870,2.2448520831,2.2452193803,44.9043876054,19.6993372777
44.9043876054,19.6993372777,2.2452193803,2.2453439617,44.9068792340,19.6990317023
44.9068792340,19.6990317023,2.2453439617,2.2457540537,44.9150810733,19.6980247255
44.9150810733,19.6980247255,2.2457540537,2.2459635916,44.9192718313,19.6975095581
44.9192718313,19.6975095581,2.2459635916,2.2462641232,44.9252824632,19.6967699082
44.9252824632,19.6967699082,2.2462641232,2.2471950417,44.9439008347,19.6944730567
44.9439008347,19.6944730567,2.2471950417,2.2474584142,44.9491682839,19.6938216662
44.9491682839,19.6938216662,2.2474584142,2.2479986259,44.9599725180,19.6924834078
44.9599725180,19.6924834078,2.2479986259,2.2480007660,44.9600153200,19.6924781003
44.9600153200,19.6924781003,2.2480007660,2.2482884611,44.9657692222,19.6917642004
44.9657692222,19.6917642004,2.2482884611,2.2488450630,44.9769012594,19.6903806732
44.9769012594,19.6903806732,2.2488450630,2.2497119980,44.9942399596,19.6882195903
44.9942399596,19.6882195903,2.2497119980,2.2497430314,44.9948606281,19.6881420913
44.9948606281,19.6881420913,2.2497430314,2.2506186521,45.0123730423,19.6859514561
45.0123730423,19.6859514561,2.2506186521,2.2509351482,45.0187029635,19.6851577571
45.0187029635,19.6851577571,2.2509351482,2.2512741873,45.0254837454,19.6843064141
45.0254837454,19.6843064141,2.2512741873,2.2520548488,45.0410969765,19.6823417659
45.0410969765,19.6823417659,2.2520548488,2.2528710291,45.0574205830,19.6802812131
45.0574205830,19.6802812131,2.2528710291,2.2528958485,45.0579169709,19.6802184489
45.0579169709,19.6802184489,2.2528958485,2.2538868204,45.0777364074,19.6777074122
45.0777364074,19.6777074122,2.2538868204,2.2543673976,45.0873479513,19.6764861353
45.0873479513,19.6764861353,2.2543673976,2.2550732275,45.1014645497,19.6746882431
45.1014645497,19.6746882431,2.2550732275,2.2557147229,45.1142944580,19.6730499025
45.1142944580,19.6730499025,2.2557147229,2.2561549546,45.1230990921,19.6719231962
45.1230990921,19.6719231962,2.2561549546,2.2571450458,45.1429009156,19.6693821272
45.1429009156,19.6693821272,2.2571450458,2.2579438850,45.1588776997,19.6673247610
45.1588776997,19.6673247610,2.2579438850,2.2581639735,45.1632794702,19.6667568139
45.1632794702,19.6667568139,2.2581639735,2.2588343274,45.1766865484,19.6650239547
45.1766865484,19.6650239547,2.2588343274,2.2597050367,45.1941007331,19.6627664697
45.1941007331,19.6627664697,2.2597050367,2.2604956098,45.2099121953,19.6607101865
45.2099121953,19.6607101865,2.2604956098,2.2610238102,45.2204762045,19.6593328525
45.2204762045,19.6593328525,2.2610238102,2.2611120547,45.2222410949,19.6591024743
45.2222410949,19.6591024743,2.2611120547,2.2613557548,45.2271150966,19.6584658471
45.2271150966,19.6584658471,2.2613557548,2.2621070265,45.2421405298,19.6564995333
45.2421405298,19.6564995333,2.2621070265,2.2622397674,45.2447953471,19.6561515221
45.2447953471,19.6561515221,2.2622397674,2.2624158550,45.2483170991,19.6556895953
45.2483170991,19.6556895953,2.2624158550,2.2628639541,45.2572790816,19.6545127082
45.2572790816,19.6545127082,2.2628639541,2.2632659754,45.2653195082,19.6534551310
